id,desc,memo,ship_skin_id,draw_able_name,parameter,mode,start_value,range,parts_data,ignore_react,react_condition,ignore_action,range_abs,drag_direct,react_pos_x,react_pos_y,offset_circle,offset_x,offset_y,smooth,revert_smooth,revert,save_parameter,revert_action_index,revert_idle_index,gyro,gyro_x,gyro_y,gyro_z,limit_time,listener_data,action_trigger,action_trigger_active,shop_action,relation_parameter
80503214,,aersasi_3,805032,TouchIdle14,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle14'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=14}",,
80503215,,aersasi_3,805032,TouchIdle15,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle15'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=15}",,
80503216,,aersasi_3,805032,TouchIdle16,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='idle',target=0}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=16,idle_focus=1}",,
80503217,,aersasi_3,805032,TouchIdle17,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle17'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=17}",,
80503218,,aersasi_3,805032,TouchIdle18,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle18'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=18}",,
80503219,,aersasi_3,805032,TouchIdle19,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle19'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=19}",,
80503220,,aersasi_3,805032,TouchIdle20,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='idle',target=0}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=20,idle_focus=1}",,
80503221,,aersasi_3,805032,TouchIdle21,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='idle',target=0}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=21,idle_focus=1}",,
80503222,这里回idle0,aersasi_3,805032,TouchIdle22,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle22'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503223,,aersasi_3,805032,TouchIdle23,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle23'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503224,,aersasi_3,805032,TouchIdle24,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle24'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503225,,aersasi_3,805032,TouchIdle25,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle25'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503226,,aersasi_3,805032,TouchIdle26,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle26'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503227,,aersasi_3,805032,TouchIdle27,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle27'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503228,,aersasi_3,805032,TouchIdle28,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle28'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503229,,aersasi_3,805032,TouchIdle29,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle29'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503230,,aersasi_3,805032,TouchIdle30,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle30'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503231,,aersasi_3,805032,TouchIdle31,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle31'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503232,,aersasi_3,805032,TouchIdle32,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle32'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503233,,aersasi_3,805032,TouchIdle33,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle33'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503234,,aersasi_3,805032,TouchIdle34,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle34'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503235,,aersasi_3,805032,TouchIdle35,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle36'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503236,,aersasi_3,805032,TouchIdle36,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle37'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503237,,aersasi_3,805032,TouchIdle37,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle38'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503238,idle0结束,aersasi_3,805032,TouchIdle38,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle39'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
80503239,,aersasi_3,805032,TouchIdle39,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle40'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=2}",,
80503240,,aersasi_3,805032,TouchIdle40,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle41'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=3}",,
80503241,,aersasi_3,805032,TouchIdle41,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle42'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=4}",,
80503242,,aersasi_3,805032,TouchIdle42,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle43'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=5}",,
80503243,,aersasi_3,805032,TouchIdle43,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle44'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=6}",,
80503244,,aersasi_3,805032,TouchIdle44,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle45'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=7}",,
80503245,,aersasi_3,805032,TouchIdle45,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle46'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=8}",,
80503246,,aersasi_3,805032,TouchIdle46,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=2,action='touch_idle47'}","{enable={},ignore={'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=9}",,
80503247,,aersasi_3,805032,TouchDrag2,touch_drag3,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
80503248,,aersasi_3,805032,TouchDrag3,touch_drag12,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
80503249,,aersasi_3,805032,TouchDrag4,touch_drag14,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,1,1,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
80503250,,aersasi_3,805032,TouchDrag5,touch_drag16,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,1,1,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
80503251,,aersasi_3,805032,TouchDrag6,touch_drag4,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
80503252,,aersasi_3,805032,TouchDrag7,touch_drag6,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
80503253,,aersasi_3,805032,TouchDrag8,touch_drag8,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
80503254,,aersasi_3,805032,TouchDrag9,touch_drag10,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
80503255,,aersasi_3,805032,TouchDrag10,touch_drag5,2,0,"{-1,1}","{parts={-1,-0.5,0,0.5,1}}",1,,1,0,0,,,,0,-150,100,100,-1,,,,0,0,0,0,1,,,,,
80503256,,aersasi_3,805032,TouchDrag11,touch_drag7,2,0,"{-2,1}","{parts={-2,-1,0,1}}",1,,1,0,0,,,,0,-150,100,100,-1,,,,0,0,0,0,1,,,,,
80503257,,aersasi_3,805032,TouchDrag12,touch_drag9,2,0,"{-1,1}","{parts={-1,0,1}}",1,,1,0,0,,,,0,150,100,100,-1,,,,0,0,0,0,1,,,,,
80503258,,aersasi_3,805032,TouchDrag13,touch_drag11,2,0,"{-2,2}","{parts={-2,-1,0,1,2}}",1,,1,0,0,,,,0,-150,100,100,-1,,,,0,0,0,0,1,,,,,
80503259,,aersasi_3,805032,TouchDrag14,touch_drag13,2,0,"{-1,1}","{parts={-1,0,1}}",1,,1,0,0,,,,0,-150,100,100,-1,,,,0,0,0,0,1,,,,,
80503260,,aersasi_3,805032,TouchDrag15,touch_drag15,1,0,"{-4,4}","{parts={-4,-3,-2,-1,0,1,2,3,4}}",1,,1,0,0,,,,0,-150,100,100,-1,,,,0,0,0,0,1,,,,,
80503261,,aersasi_3,805032,TouchDrag17,touch_drag17,1,0,"{-4,3}","{parts={-4,-3,-2,-1,0,1,2,3}}",1,,1,0,0,,,,0,-150,100,100,-1,,,,0,0,0,0,1,,,,,
80503262,,aersasi_3,805032,TouchDrag18,touch_drag30,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,1,1,0,0,0,0,1,"{type=1,change={{2,{'touch_idle30'},0},{2,{'touch_idle22'},0}}}","{type = 2,target = 1,circle = true}",,,
80503263,,aersasi_3,805032,TouchDrag1,touch_drag1,1,0,"{0,5}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,"{type=1,change={{1,{'touch_drag1'},1}}}","{type = 2 ,action = 'touch_drag1',focus = 1,down=1}",,,
80503264,,aersasi_3,805032,TouchIdle47,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {},idle = 0,idle_focus = 1}",,
80503265,,aersasi_3,805032,,Param152,2,0,"{-30,30}",,0,,0,0,0,15,,,0,0,400,,-1,,,,0,0,0,0,,,,,1,
80503266,,aersasi_3,805032,,Param153 ,2,0,"{-30,30}",,0,,0,0,0,,15,,0,0,400,,-1,,,,0,0,0,0,,,,,1,
960012101,,anninvwang_2,9600121,TouchIdle1,empty,1,0,"{0,10}",,1,{idle_on={0}},1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle1'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
960012102,,anninvwang_2,9600121,TouchDrag7,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag7'}",,,
960012103,,anninvwang_2,9600121,TouchIdle2,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle2'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8}",,
960012104,,anninvwang_2,9600121,TouchIdle3,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle3'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
960012105,,anninvwang_2,9600121,TouchIdle4,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle4'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 3}",,
960012106,,anninvwang_2,9600121,TouchIdle5,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle5'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
960012107,,anninvwang_2,9600121,TouchIdle6,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle6'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8}",,
960012108,,anninvwang_2,9600121,TouchDrag8,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag8',focus = 1,down=1}",,,
960012109,,anninvwang_2,9600121,TouchDrag9,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag9',focus = 1,down=1}",,,
960012110,,anninvwang_2,9600121,TouchDrag10,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag10',focus = 1,down=1}",,,
960012111,,anninvwang_2,9600121,TouchIdle7,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle7'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 5}",,
960012112,,anninvwang_2,9600121,TouchIdle8,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle8'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8}",,
960012113,,anninvwang_2,9600121,TouchIdle9,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle9'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 6}",,
960012114,,anninvwang_2,9600121,TouchIdle10,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle10'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 7}",,
960012115,,anninvwang_2,9600121,TouchIdle11,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle11'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8}",,
960012116,,anninvwang_2,9600121,TouchDrag12,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag12',focus = 1,down=1}",,,
960012117,,anninvwang_2,9600121,TouchDrag13,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag13',focus = 1,down=1}",,,
960012118,,anninvwang_2,9600121,TouchDrag1,touchdrag1,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
960012119,,anninvwang_2,9600121,TouchDrag2,touchdrag2,1,0,"{0,1}",,1,,1,1,0,,,,0,0,50,50,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
960012120,,anninvwang_2,9600121,TouchDrag3,touchdrag3,1,0,"{0,1}",,1,,1,1,0,,,,0,0,50,50,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
960012121,,anninvwang_2,9600121,TouchDrag4,,2,0,"{-1,1}",,1,,1,0,0,,,,14,6,100,100,-1,,,1,0,0,0,0,,,,,0,"{list={{name='touchdrag4',type=101},{name='touchdrag5',type=102}}}"
960012122,,anninvwang_2,9600121,TouchDrag6,touchdrag6,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,1,1,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
960012123,,anninvwang_2,9600121,TouchIdle12,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8,idle_focus = 1}",,
960012124,,anninvwang_2,9600121,,touch_drag8,1,0,"{0,3}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,"{type=1,change={{1,{'touch_idle1'},3},{1,{'touch_idle3'},3},{1,{'touch_idle8'},-3},{1,{'touch_idle9'},3}}}",{type = 7},,,
960012125,,anninvwang_2,9600121,,ParamAngleZ,2,0,"{-6,6}",,0,,0,0,0,10,,,0,0,400,,-1,,,,0,0,0,0,,,,,1,
960012126,,anninvwang_2,9600121,,ParamAngleZ2,2,0,"{-18,18}",,0,,0,0,0,10,,,0,0,400,,-1,,,,0,0,0,0,,,,,1,
960012127,,anninvwang_2,9600121,,ParamBodyAngleZ,2,0,"{-40,40}",,0,,0,0,0,10,,,0,0,400,,-1,,,,0,0,0,0,,,,,1,
960012128,,anninvwang_2,9600121,,ParamBodyAngleZ2,2,0,"{-30,30}",,0,,0,0,0,10,,,0,0,400,,-1,,,,0,0,0,0,,,,,1,
960012129,,anninvwang_2,9600121,,,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 12,parameter = 'touchdrag6',num={0.01,1}}","{enable = {},ignore = {'main_1','main_2','main_3','main_4','main_5','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_special','wedding'}}",,
960012130,,anninvwang_2,9600121,TouchIdle13,empty,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {},idle = 0,idle_focus = 1}",,
960014101,,zhenzhuhao_2,9600141,TouchIdle12,empty,1,0,"{0,1}",,1,{idle_on={0}},1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle12'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 11}",,
960014102,,zhenzhuhao_2,9600141,TouchIdle13,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle13'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 12}",,
960014103,,zhenzhuhao_2,9600141,TouchIdle14,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle14'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 13}",,
960014104,,zhenzhuhao_2,9600141,TouchIdle15,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle15'}","{enable = {},ignore = {'touch_idle14'},idle = 0}",,
960014105,,zhenzhuhao_2,9600141,TouchIdle1,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle1'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
960014106,,zhenzhuhao_2,9600141,TouchIdle2,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle2'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
960014107,,zhenzhuhao_2,9600141,TouchIdle3,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle3'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 3}",,
960014108,,zhenzhuhao_2,9600141,TouchIdle4,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle4'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
960014109,,zhenzhuhao_2,9600141,TouchIdle5,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle5'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 5}",,
960014110,,zhenzhuhao_2,9600141,TouchIdle6,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle6'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 6}",,
960014111,,zhenzhuhao_2,9600141,TouchIdle16,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle16'}","{enable = {},ignore = {'touch_idle14'},idle = 0}",,
960014112,,zhenzhuhao_2,9600141,TouchIdle7,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle7'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 7}",,
960014113,,zhenzhuhao_2,9600141,TouchDrag1,,1,0,"{-1,1}",,1,,1,0,0,,,,50,-50,100,100,100,,,,0,0,0,0,,,"{type = 4 ,action = 'touch_idle8',time = 0.01,num = {-0.3,0.7}}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8}",0,"{list={{name='pzys4',type=101},{name='pzys3',type=102}}}"
